time,open,high,low,close,volume,rsi,macd,macd_signal,macd_diff,adx,ema_short,ema_long,bb_width,volatility,atr,cci,parabolic_sar,vwap,wma,trix,bb_upper,bb_middle,bb_lower,ADX
2024-02-10 02:00:00,47132.78,48170.0,46800.0,47751.09,24802.35936,90.51362884183727,943.1811069198084,342.232294502256,600.9488124175524,16.449530836012563,45364.086060446585,43543.69189029039,6896.617847328729,1889.3661992321493,1482.8835011518584,147.00160978007244,41526.85727460333,42998.38920302337,44495.748571428565,0.0864260631450898,48972.52092366437,45524.212,42075.90307633564,
