symbol,strategy,score,reasons,time,interval,entry_price,SL,TP,result,open,high,low,close,volume,rsi,macd,macd_signal,macd_diff,adx,ema_short,ema_long,bb_width,volatility,atr,cci,parabolic_sar,vwap,wma,trix,bb_upper,bb_middle,bb_lower,ADX
BTCUSDT,strategy_candlestick,1,תבנית Hammer,01/09/2024 2:30,30m,58973.99,58767.81026,59386.34949,SL Hit,58964.59,58976.02,58927,58973.99,212.95635,47.75012965,-23.68349201,-32.41851934,8.73502733,22.93808763,58984.63342,59006.42043,149.303521,74.43051943,132.0529305,-5.136018573,58796.67296,59374.96082,58974.45371,-0.008568336,59087.16976,59012.518,58937.86624,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,01/09/2024 7:00,30m,58547.71,58293.14385,59056.8423,SL Hit,58524.21,58547.71,58391.11,58547.71,197.17115,37.03826709,-125.9433709,-85.70426352,-40.23910733,27.52858867,58627.05898,58828.02239,433.834094,233.1550445,176.3094282,-66.09764894,58961.2916,59374.73818,58698.73381,-0.020132003,58731.44705,58514.53,58297.61295,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,01/09/2024 10:30,30m,58478.64,58086.70615,59262.5077,SL Hit,58141.1,58500,58141.1,58478.64,330.61801,57.69863676,-199.8007665,-181.2497719,-18.55099468,32.83484467,58297.78059,58565.85016,638.174665,235.1003321,223.6594587,37.32541052,57777,59374.3001,58309.89924,-0.044057551,58516.45733,58197.37,57878.28267,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,01/09/2024 12:00,30m,58280,57873.58059,59092.83883,SL Hit,58234,58301,58126.98,58280,243.00159,46.52245236,-177.8924084,-182.4606853,4.568276807,30.54854114,58284.36009,58504.11878,444.8117603,158.3263081,212.6175804,24.66977506,57847.38664,59374.22427,58272.75076,-0.045806594,58512.95588,58290.55,58068.14412,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,02/09/2024 3:00,30m,57522,56949.36528,58667.26944,TP Hit,57301.77,57540.97,57260,57522,526.27132,37.9192241,-202.2009561,-104.827479,-97.37347709,26.29665177,57635.03073,57993.90876,388.9373317,548.5834449,360.7975015,-64.94114279,58524.69344,59371.83375,57832.84362,-0.021960561,57599.44667,57404.978,57210.50933,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,02/09/2024 12:30,30m,58402.35,57970.42668,59266.19663,TP Hit,57983,58462,57917,58402.35,815.54736,74.88787761,47.99202553,-48.89868593,96.89071146,19.01097598,58001.05218,57841.84316,1118.638158,282.9565811,324.5948948,131.6010138,57371.02367,59370.10816,57885.31695,-0.014447512,58589.40908,58030.09,57470.77092,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,02/09/2024 17:00,30m,58410.33,57961.66638,59307.65724,TP Hit,58181.21,58434,58104,58410.33,560.5138,58.97805637,149.8395437,130.1013427,19.73820102,22.03546579,58332.74686,58128.4475,367.0536446,133.2044287,289.2880372,-65.25312617,58670.1356,59369.70903,58357.14352,0.03349065,58515.70282,58332.176,58148.64918,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,03/09/2024 3:30,30m,59257.99,58879.27245,60015.4251,SL Hit,59129.03,59258,59049,59257.99,281.75169,66.52256642,259.4058486,232.558793,26.84705561,33.77696451,59129.86279,58772.97186,389.766153,232.1364185,256.2137004,52.17704398,58844.54958,59369.1297,59076.13886,0.05825026,59386.51108,59191.628,58996.74492,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,03/09/2024 8:00,30m,59238.99,58893.22454,59930.52092,SL Hit,59099,59259,58988,59238.99,604.46749,55.70619548,175.6519842,217.7436083,-42.09162406,37.28736137,59191.59508,59008.47891,201.1257699,150.9054782,247.9446041,-49.62216433,59692.89364,59369.10647,59220.21381,0.056140021,59241.28488,59140.722,59040.15912,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,03/09/2024 20:00,30m,58028,57529.91122,59024.17755,TP Hit,57707.99,58034,57680,58028,347.43145,43.40786959,-321.030649,-211.2952199,-109.7354291,31.84760957,57975.57518,58487.2627,473.6796287,568.6019752,296.644415,-27.57266353,58812.94413,59367.62561,58115.70229,-0.050723077,58033.43781,57796.598,57559.75819,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,04/09/2024 18:30,30m,58134,57600.82607,59200.34786,SL Hit,57419.84,58181.43,57368,58134,2261.01603,86.51044201,71.45273638,-122.2172132,193.6699496,34.2875908,57232.90396,56941.45527,2587.105398,588.2453502,385.5618124,156.6418859,56250.8256,59358.95665,56967.36438,-0.033486803,58493.5427,57199.99,55906.4373,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,05/09/2024 8:00,30m,57261.45,56859.35778,58065.63444,SL Hit,57206.4,57268.75,57029,57261.45,340.51329,32.51561713,-86.02395158,43.03478719,-129.0587388,23.79904543,57378.73487,57610.9918,260.5791883,413.9860431,287.3252197,-60.10456324,57898.45406,59356.79717,57519.24495,0.018194718,57315.28359,57184.994,57054.70441,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,06/09/2024 12:30,30m,55889.86,55453.76255,56762.0549,SL Hit,55756.99,55925.46,55730.09,55889.86,723.45481,41.59349391,-174.1206125,-112.2724259,-61.84818664,35.64209146,55920.5327,56203.08064,181.0407435,340.4641214,309.4853749,-32.43269354,56594.90942,59345.9812,56019.12733,-0.024187918,55902.95437,55812.434,55721.91363,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,06/09/2024 15:30,30m,56873.99,56296.29745,58029.3751,SL Hit,55896.4,56944.59,55653.42,56873.99,4276.89357,76.59490966,-50.61169021,-110.145605,59.53391478,32.23945389,56205.19543,56201.31667,1422.852732,326.8566951,363.7389945,190.3249774,55280,59343.92429,56076.81133,-0.027168413,56897.84237,56186.416,55474.98963,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,08/09/2024 16:00,30m,54250,54003.1499,54743.7002,SL Hit,54194.71,54265.97,54072.01,54250,311.72175,33.48085012,15.08579699,46.16395021,-31.07815322,17.49535418,54385.82602,54401.21546,615.2170987,153.3696007,174.263149,-156.8106212,54691.02048,59311.07145,54442.96124,0.013337684,54703.90455,54396.296,54088.68745,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,08/09/2024 23:30,30m,54379.02,54033.72727,55069.60546,SL Hit,54288.7,54384,54184,54379.02,244.86391,57.72036687,0.20378559,-28.46813823,28.67192382,15.50450295,54314.46961,54285.04631,167.0234024,214.627343,201.2143106,16.64907312,53904.24808,59308.25199,54260.51381,-0.009194209,54440.6597,54357.148,54273.6363,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,09/09/2024 0:30,30m,54464,54131.70209,55128.59582,TP Hit,54360.92,54517.4,54338,54464,185.93583,63.50844977,18.98138587,-13.43746699,32.41885286,15.20796453,54360.56353,54304.20017,230.5705461,84.84988117,207.5314719,115.0415175,53996.09766,59307.90173,54320.23933,-0.005409335,54481.21927,54365.934,54250.64873,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,09/09/2024 18:00,30m,55249.27,54756.26622,56235.27755,SL Hit,54840,55324.21,54828,55249.27,971.51033,51.27464395,103.8160116,138.4132249,-34.59721322,20.7101517,55212.68147,55116.08762,1125.269715,228.2376308,328.3833297,-58.64157905,55759.2,59298.20455,55254.15505,0.037435335,55826.88086,55264.246,54701.61114,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,11/09/2024 16:00,30m,56840.01,56426.14599,57667.73801,TP Hit,56748,57166.66,56729.16,56840.01,1033.146,62.72041435,-60.41692742,-119.4779806,59.06105319,17.26255801,56736.534,56756.42252,206.3373558,154.865461,310.729941,143.9791157,56279.42,59284.039,56687.32105,-0.035552049,56887.51468,56784.346,56681.17732,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,11/09/2024 17:30,30m,55974,55429.80306,57062.39388,TP Hit,55904.81,55979.87,55545.19,55974,955.67357,32.72630116,-199.9721927,-146.0872855,-53.88490718,21.76706998,56249.81653,56569.14703,1834.058612,422.7763292,375.4389907,-118.0331194,57105.3172,59282.21106,56401.50695,-0.039692182,57158.39731,56241.368,55324.33869,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,11/09/2024 22:00,30m,57577.99,56808.00571,59117.95857,TP Hit,57499.99,57585.37,57325.38,57577.99,407.03172,64.26464318,233.9313394,84.55652165,149.3748177,19.48731976,57421.91437,56979.38558,529.1022565,652.5384899,426.9866511,38.57892091,56529.06989,59280.24949,57206.83467,0.016359738,57937.57713,57673.026,57408.47487,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,13/09/2024 1:00,30m,58050.79,57541.35709,59069.65582,TP Hit,57921.1,58075.57,57904.18,58050.79,158.35725,47.20085646,54.87062818,74.51033941,-19.63971123,17.46973384,58083.5572,58037.18239,456.6653598,170.0301975,336.9706752,-106.1737705,57526.70409,59275.66098,58139.02867,0.016485105,58297.91068,58069.578,57841.24532,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,13/09/2024 10:00,30m,57970.98,57712.23038,58488.47923,SL Hit,57767,57980.01,57767,57970.98,294.87484,54.32091019,-41.86105001,-23.63771869,-18.22333132,10.73101797,57901.64846,57971.26123,289.9521598,90.88175265,210.7226791,5.54086753,58428.8428,59275.01998,57914.83038,-0.006334783,58025.63808,57880.662,57735.68592,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,13/09/2024 12:00,30m,58112.01,57872.35286,58591.32429,SL Hit,57953.63,58146.84,57924,58112.01,396.04121,60.85728339,-3.568590741,-17.57412102,14.00553027,12.49353628,58005.25475,57993.65254,266.3430438,115.962408,205.1977236,96.84535965,58375.52193,59274.85606,57967.9639,-0.005769964,58170.23152,58037.06,57903.88848,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,15/09/2024 0:00,30m,60038.37,59794.56176,60525.98648,SL Hit,60024.02,60039.9,59970.02,60038.37,112.92355,65.36023955,9.19119362,-13.4740894,22.66528303,22.02016344,59942.41304,59907.21169,367.9686248,120.7917213,165.0283121,101.0984923,59429.07155,59275.86238,59906.46686,-0.00723224,60133.28431,59949.3,59765.31569,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,15/09/2024 18:30,30m,60335.41,60120.13207,60765.96587,SL Hit,60253.99,60375.63,60216,60335.41,227.09781,70.969536,46.57244965,21.22827758,25.34417208,16.2901168,60212.28771,60125.3818,357.8953631,129.3294812,143.5601741,106.3526522,59881.496,59276.41546,60157.56238,0.004282442,60405.52368,60226.576,60047.62832,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,16/09/2024 8:00,30m,58469.99,57993.00041,59423.96918,SL Hit,58351.99,58641.1,58343.7,58469.99,554.64616,38.91578377,-392.3206822,-366.1537206,-26.16696163,48.24775106,58498.75205,59020.60121,287.191357,146.6593945,267.6028881,12.23658256,58112,59276.15789,58528.35943,-0.09027807,58601.60568,58458.01,58314.41432,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,16/09/2024 13:30,30m,58749.99,58430.78541,59388.39918,SL Hit,58597.97,58750,58542.32,58749.99,319.16336,49.79942595,-141.1318564,-192.0846835,50.95282704,29.55875987,58745.71897,58883.81521,484.3495217,146.0811117,237.1490927,-64.50400004,59140.89446,59275.92491,58767.70219,-0.05117745,58990.47276,58748.298,58506.12324,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,18/09/2024 0:00,30m,60322,59489.76992,61986.46015,TP Hit,60119.99,60368.38,60105.01,60322,303.09603,49.17610918,356.6114942,477.3136475,-120.7021532,39.34605994,60331.66173,59997.64882,629.21888,385.0981909,423.9240215,-44.10554043,61219.92407,59276.20511,60488.6621,0.124473605,60517.43744,60202.828,59888.21856,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,18/09/2024 11:30,30m,60198.05,59878.70352,60836.74296,TP Hit,60164.92,60214.09,60086.54,60198.05,238.30423,38.42614223,58.78527291,104.7890767,-46.00380384,14.06447288,60304.43702,60275.08024,496.0914202,140.8631876,255.5891656,-130.5206321,60624.66127,59277.06312,60350.41048,0.022694796,60580.11371,60332.068,60084.02229,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,19/09/2024 5:00,30m,62086.64,61372.09786,63515.72429,TP Hit,62006,62090.9,61799.9,62086.64,699.53723,72.10070089,543.226897,377.3705485,165.8563485,27.9454951,61766.49968,60914.66026,716.0317934,749.8116443,464.6695232,54.19990437,60391.71243,59282.0967,61524.99257,0.086753,62418.8439,62060.828,61702.8121,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,19/09/2024 19:00,30m,63300,62701.89268,64496.21464,SL Hit,63154.03,63338,62940,63300,780.17496,65.51582202,430.0162722,421.8160279,8.200244296,39.87313698,63113.96869,62554.93093,560.706469,221.4934777,373.850325,66.92685375,62628.26015,59288.98752,63047.78705,0.098233957,63464.09723,63183.744,62903.39077,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,19/09/2024 20:30,30m,63709.22,63065.6652,64996.32959,SL Hit,63387.99,63850,63366,63709.22,1052.02901,71.49365424,456.1444544,434.7329698,21.4114846,41.28206831,63376.45241,62768.54952,776.7432192,230.1263737,395.4264847,138.1382014,62965.74743,59290.36063,63282.76552,0.100728245,63810.00761,63421.636,63033.26439,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,20/09/2024 4:00,30m,62835.99,62439.54122,63628.88755,TP Hit,62756.39,62858.18,62606,62835.99,481.44807,40.99881279,36.33384361,131.7288196,-95.39497598,22.48658655,62877.07493,62917.67657,381.8008332,106.2245613,302.206015,-93.88257152,63010,59292.80295,62909.80181,0.031114484,63057.47642,62866.576,62675.67558,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,20/09/2024 21:30,30m,62865.45,62312.36288,63971.62423,TP Hit,62626,62979.07,62566,62865.45,402.52817,46.75480846,-151.3605092,-98.14595725,-53.21455191,13.91312213,62836.80855,63079.46147,380.9957089,194.0721269,335.9305703,-41.43127939,63048.42168,59301.98889,62883.54724,-0.023291308,62951.60585,62761.108,62570.61015,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,20/09/2024 23:30,30m,62814,62295.66643,63850.66714,TP Hit,62756.63,62947.72,62720,62814,127.42754,45.35668502,-137.4891037,-122.6911387,-14.797965,12.87117659,62822.01235,63009.35841,234.6376851,109.7593469,305.1553897,22.70018665,62415.56214,59302.35468,62829.31048,-0.030331675,62952.36484,62835.046,62717.72716,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,21/09/2024 10:30,30m,63091.02,62874.30543,63524.44913,TP Hit,62988,63134,62981.78,63091.02,159.72729,64.61159064,-14.16339126,-32.45064992,18.28725866,8.067812205,63002.32107,63001.13852,269.9112952,81.88522948,176.0202335,112.433703,63162.41471,59303.92579,62967.33314,-0.007852662,63149.32165,63014.366,62879.41035,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,21/09/2024 16:30,30m,63188,63042.74413,63478.51173,TP Hit,63129.44,63225,63104,63188,191.29014,66.94269602,30.98837404,13.29922952,17.68914453,8.743342304,63113.19509,63055.87544,200.0546507,65.7457316,129.7799609,144.323075,62889.90241,59304.61033,63092.0501,0.003130805,63220.55933,63120.532,63020.50467,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,22/09/2024 5:30,30m,62957.31,62748.10048,63375.72903,TP Hit,62942.18,62961.09,62860.55,62957.31,216.42668,29.539377,-24.90266234,8.859641164,-33.7623035,17.93610772,63071.38886,63138.26696,453.5705496,135.3255059,145.5536425,-138.1398747,63520.31144,59306.72275,63119.96971,0.002839936,63294.82327,63068.038,62841.25273,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,23/09/2024 12:00,30m,63681.86,63219.97763,64605.62474,TP Hit,63492,63710,63482.76,63681.86,398.82591,52.12936422,81.3137989,147.2595265,-65.94572762,12.34393685,63624.99179,63582.50859,289.238867,135.4263176,318.006977,5.163062418,64688.62315,59317.26336,63678.148,0.038030874,63698.89743,63554.278,63409.65857,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,23/09/2024 20:30,30m,63318.01,62849.00538,64256.01923,TP Hit,63223.99,63341.67,63184.01,63318.01,187.96573,45.57519192,-59.43992912,-33.00012036,-26.43980875,14.97320475,63340.10836,63441.63823,579.7834967,161.9481263,313.0919878,-50.83660998,63764.6776,59321.10162,63367.75362,-0.008691502,63628.51175,63338.62,63048.72825,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,26/09/2024 2:30,30m,63152.01,62806.6086,63842.81281,TP Hit,63093.99,63180,62947.08,63152.01,417.0123,35.25883029,-136.3992279,-132.383942,-4.015285901,29.25691776,63259.5221,63441.19171,538.0502594,141.1959696,234.6512034,-113.7771893,63601.65684,59340.36129,63290.89438,-0.032134664,63538.51913,63269.494,63000.46887,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,26/09/2024 16:30,30m,64428.21,64081.47704,65121.67592,SL Hit,64374.51,64428.21,64150,64428.21,845.07964,67.99952963,266.3853925,216.4710632,49.9143293,32.21963635,64351.9692,63966.10869,219.8886458,246.1819333,234.1622781,12.54804978,64720,59346.15761,64284.96105,0.050091999,64550.16232,64440.218,64330.27368,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,27/09/2024 1:30,30m,65086.33,64567.85546,66123.27908,TP Hit,64980,65187.92,64980,65086.33,242.77539,59.09742625,207.4757257,261.7010032,-54.22527757,36.90985176,64971.98269,64753.92226,622.375629,207.4696369,328.9613992,56.18593868,65539.60108,59355.05114,64976.06133,0.063457273,65234.94581,64923.758,64612.57019,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,27/09/2024 10:00,30m,65520.13,65173.89724,66212.59551,TP Hit,65344.78,65550,65265.65,65520.13,391.87127,66.22091044,172.7514025,163.4134338,9.337968614,23.93672956,65362.8747,65129.53377,459.1539819,199.9546178,262.6320075,96.82106769,64999.16674,59358.40255,65300.19467,0.034905774,65610.27899,65380.702,65151.12501,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,27/09/2024 18:00,30m,66343.52,65896.84426,67236.87148,SL Hit,66242.65,66422.79,66161.44,66343.52,760.74186,81.65288606,252.4842117,191.2480072,61.2362045,25.32511889,66003.73769,65613.36145,1227.780107,376.519397,296.8896321,120.1837009,65429.3234,59366.04541,65849.23333,0.040578318,66653.49605,66039.606,65425.71595,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,28/09/2024 7:00,30m,66081.99,65871.82378,66502.32245,SL Hit,66063.76,66087,65970,66081.99,165.20911,62.36401849,93.620088,78.37648055,15.24360745,15.8536986,66031.72914,65895.91852,163.9031842,147.8876472,189.0576518,43.18248596,65695.89848,59370.98689,65986.49667,0.015213354,66170.04759,66088.096,66006.14441,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,28/09/2024 14:30,30m,65798.01,65616.36566,66161.29867,SL Hit,65724,65800,65702,65798.01,141.00535,57.36109107,-40.66601047,-28.69341392,-11.97259655,13.31136074,65730.28185,65790.09615,248.8749332,96.10954702,142.6474613,70.48237665,65842.1466,59372.77711,65715.67781,-0.006921541,65840.37947,65715.942,65591.50453,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,29/09/2024 1:00,30m,65731.54,65550.60816,66093.40367,SL Hit,65692,65741.2,65582.51,65731.54,131.03047,56.61690723,-10.85323129,-19.99358019,9.140348899,12.70959057,65690.00941,65696.00447,246.9975326,59.08331121,133.2279495,-19.07302293,65807.59323,59375.39068,65689.63324,-0.005397654,65807.40877,65683.91,65560.41123,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,29/09/2024 11:30,30m,65559.91,65391.25949,65897.21102,TP Hit,65440,65602.55,65440,65559.91,172.82486,45.19785277,-61.34061929,-31.01352409,-30.3270952,18.6528774,65548.05788,65655.29999,159.053407,114.0691009,126.8684997,-38.05210214,65803.92308,59377.52535,65586.958,-0.005564976,65577.7707,65498.244,65418.7173,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,30/09/2024 0:30,30m,65868.6,65666.22306,66273.35388,SL Hit,65860.49,65868.61,65800,65868.6,92.21491,56.78468515,53.82124322,44.81547337,9.005769852,16.24103509,65850.86116,65774.24453,193.8840138,57.4188092,130.2234947,-16.21298027,65709.58709,59380.42093,65840.89048,0.009986517,65976.92401,65879.982,65783.03999,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,30/09/2024 13:30,30m,63645.99,63236.68531,64464.59939,TP Hit,63609.99,63651.99,63472.5,63645.99,484.04275,22.52471296,-414.8927535,-351.73883,-63.15392344,45.02314129,63907.36593,64505.60728,1153.942736,412.9250119,280.472292,-95.31266974,64515.04317,59388.89683,64077.38105,-0.080041879,64392.58737,63815.616,63238.64463,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,01/10/2024 12:00,30m,64058,63772.08508,64629.82985,SL Hit,63955.99,64118,63932.86,64058,929.1965,69.60082216,92.02849303,42.97786544,49.05062759,22.295625,63966.7804,63804.15373,170.5548186,120.996381,222.3204454,73.76164408,63670.26209,59399.26164,63935.70638,0.011116296,64091.36941,64006.092,63920.81459,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,02/10/2024 10:00,30m,61732.08,61382.01497,62432.21005,SL Hit,61700.01,61740,61588.78,61732.08,259.74043,66.46959613,-99.82627621,-203.2550997,103.4288235,33.90902672,61617.42743,61652.43099,453.1959452,121.8174068,299.2220362,49.30101342,61030.16759,59409.923,61612.27314,-0.051103444,61819.48597,61592.888,61366.29003,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,02/10/2024 18:00,30m,61729.48,61078.86036,63030.71929,SL Hit,61077.77,61756.46,61059.9,61729.48,774.86865,67.07848256,-107.9097762,-144.2872989,36.37752264,22.65034033,61291.90093,61386.01943,1131.927392,261.5543643,415.496382,154.2664957,60547.1658,59412.02127,61222.25686,-0.029740915,61820.3877,61254.424,60688.4603,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,03/10/2024 3:00,30m,60772,60161.4674,61993.0652,SL Hit,60649.27,60845.08,60536,60772,626.35282,48.62839651,-192.3717247,-191.7762574,-0.595467358,21.9703912,60749.43674,60991.56018,402.1596655,237.9778221,382.7095166,11.07201305,61024.89222,59414.17316,60714.47543,-0.043550939,60921.28583,60720.206,60519.12617,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,03/10/2024 9:00,30m,61289.99,60965.40064,61939.16872,SL Hit,61176,61299.05,61106.01,61289.99,290.54689,58.5869999,46.39632961,0.039381763,46.35694785,12.87644714,61239.22908,61139.76701,288.1299103,128.3982021,281.3781518,-15.57462242,61036.0868,59414.98908,61229.5739,-0.000993635,61414.38096,61270.316,61126.25104,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,03/10/2024 20:00,30m,60638.01,59957.38332,61999.26337,SL Hit,60167.99,60721.21,59917.02,60638.01,981.10432,58.78530511,-167.7932597,-172.2368161,4.443556446,19.10850318,60399.52393,60604.72572,899.9095167,190.0566028,430.389616,70.00025899,60885.06395,59416.87573,60391.49743,-0.04067034,60815.01876,60365.064,59915.10924,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,05/10/2024 15:00,30m,62246,62095.60847,62546.78306,SL Hit,62179.99,62246,62179.99,62246,94.56547,63.98932331,63.66782137,63.81733819,-0.149516819,14.93387324,62204.94397,62124.03738,87.38975901,54.3613521,126.1129633,42.70314427,61989.76414,59423.22143,62199.13562,0.012888625,62254.96088,62211.266,62167.57112,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,06/10/2024 4:00,30m,62116.01,61923.02237,62501.98526,TP Hit,61919.99,62150,61919.99,62116.01,122.90548,65.38149464,-17.32601845,-38.29229644,20.96627799,16.62808997,61999.01805,61999.58211,275.6164391,113.9368357,126.5198249,93.00857533,61836.94372,59424.25353,61965.93371,-0.010859405,62151.62222,62013.814,61876.00578,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,06/10/2024 18:30,30m,62720.01,62490.33161,63179.36679,SL Hit,62479.99,62746.13,62479.99,62720.01,408.02847,74.85103674,150.1681309,84.32092257,65.84720829,33.34515519,62465.97105,62207.18145,723.3827082,241.8340571,155.3516341,114.3074644,62288.96,59425.8057,62360.98067,0.018671575,62876.03735,62514.346,62152.65465,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,07/10/2024 9:00,30m,63556.01,63136.91191,64394.20617,SL Hit,63380,63572.43,63312,63556.01,270.53455,56.34538171,267.7829495,290.8177039,-23.03475439,36.21772846,63513.1433,63197.77773,353.6111998,146.7212653,236.8907698,-68.22490497,63956.7958,59429.13348,63563.17143,0.068439928,63692.0056,63515.2,63338.3944,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,07/10/2024 14:30,30m,63135.44,62780.21436,63845.89128,SL Hit,62794.38,63179.99,62739.9,63135.44,1032.85494,47.21756076,-3.046229038,103.0308944,-106.0771234,26.6184643,63102.60115,63207.29488,612.1053549,302.3915211,246.8946781,-54.51917587,63530.97526,59431.21151,63203.48514,0.027034634,63309.09668,63003.044,62696.99132,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,07/10/2024 16:00,30m,63117.89,62742.5998,63868.47041,SL Hit,62883.32,63174.39,62825.37,63117.89,417.16652,49.7780906,-32.67590032,39.48160759,-72.15750791,24.55776546,63065.08345,63170.44652,560.351531,214.624415,252.6739423,4.195061246,63250.34405,59431.6237,63100.08105,0.011107798,63286.58377,63006.408,62726.23223,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,08/10/2024 5:30,30m,62785.78,62293.84122,63769.65755,SL Hit,62457.2,62789.65,62430,62785.78,478.13325,54.13052661,-220.9765817,-191.6999653,-29.2766164,29.20453682,62619.89561,62922.73942,507.7356191,279.7925614,353.2834423,108.6805963,63436.78658,59437.91593,62624.57019,-0.044596659,62826.66181,62572.794,62318.92619,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,08/10/2024 19:00,30m,62356.3,61834.17763,63400.54474,SL Hit,62288.01,62359.85,62023.42,62356.3,525.47319,45.34538229,-69.31505503,-64.37728272,-4.937772307,25.95496379,62439.73742,62539.36565,790.0765381,249.8666807,363.6034409,-114.6222176,63126.57883,59441.82702,62499.04429,-0.015004447,62794.78227,62399.744,62004.70573,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,09/10/2024 6:00,30m,62379.99,62097.9737,62944.0226,SL Hit,62264,62380,62150.09,62379.99,225.23667,58.09450441,-34.05285223,-59.24163448,25.18878225,15.75843496,62309.00375,62327.3064,214.7852837,120.0174624,240.1828962,42.43977265,61942.60174,59443.6761,62283.9339,-0.013688917,62455.79264,62348.4,62241.00736,
BTCUSDT,strategy_candlestick,1,Engulfing שורי,11/10/2024 7:30,30m,60699.99,60392.5989,61314.77219,TP Hit,60612.06,60700,60578,60699.99,150.25146,71.00178217,71.49060641,-16.59544284,88.08604925,23.44300236,60566.08494,60393.1458,211.7864488,211.893496,242.097274,73.54299086,60420.84829,59449.91275,60501.92838,-0.00650944,60738.12922,60632.236,60526.34278,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,11/10/2024 16:00,30m,61419.99,61123.33309,62013.30383,SL Hit,61379.01,61435.5,61206.15,61419.99,339.79634,82.64787117,233.0479678,181.2851503,51.76281747,40.03825769,61226.25737,60875.81959,489.2746819,231.1115409,211.2007794,118.5320819,60893.74051,59450.80849,61131.4001,0.045472552,61512.52334,61267.886,61023.24866,
BTCUSDT,strategy_candlestick,1,תבנית Hammer,11/10/2024 22:30,30m,63086.01,62568.58645,64120.85709,SL Hit,63037.99,63090,62819.47,63086.01,994.46457,86.43530607,571.579918,480.5374605,91.04245754,63.47387437,62773.39709,61953.19056,477.037944,367.293235,299.3314791,80.62203607,62648.8736,59454.28194,62611.12048,0.114827451,63179.63897,62941.12,62702.60103,
