symbol,strategy,score,reasons,time,interval,entry_price,SL,TP,result,cross_line_time,PnL_%,open,high,low,close,volume,rsi,macd,macd_signal,macd_diff,adx,ema_short,ema_long,bb_width,volatility,atr,cci,parabolic_sar,vwap,wma,trix,bb_upper,bb_middle,bb_lower
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-02-07 22:00:00,4h,44349.6,43633.50734693877,45781.78530612245,SL Hit,2024-02-07 18:00:00,-1.61,43615.47,44396.5,43615.47,44349.6,10828.37977,85.31813388977223,179.87500186802208,68.84519984877565,111.02980201924645,13.385536749100746,43444.38110287304,43093.84316938184,2197.015133034205,469.0412060375657,464.0497813112386,236.5801833392393,42358.1096,43247.0970226816,43247.45952380952,0.0176016835197793,44475.00156651709,43376.49399999999,42277.98643348289
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-02-08 02:00:00,4h,44540.99,43879.24846938775,45864.47306122449,TP Hit,2024-02-09 02:15:00,2.97,44349.6,44780.0,44331.1,44540.99,8836.19603,86.97990869108206,268.33659600921965,108.74347908086446,159.5931169283552,16.014289850213924,43718.53332715478,43205.16215635247,2609.1901913164183,605.5332634923062,462.96765407472174,177.68726563317503,42439.645216,43253.50576349747,43440.094190476186,0.0297798854746609,45005.68109565821,43701.086,42396.490904341794
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-02-08 14:00:00,4h,45432.3,44745.7993622449,46805.30127551021,SL Hit,2024-02-08 02:00:00,-1.51,44698.97,45467.14,44606.0,45432.3,11913.40369,92.22243419828769,495.53335105192673,260.2984278486901,235.23492320323655,24.026857744954103,44442.56249739342,43568.28620217437,1516.7982981001114,934.5335074434764,469.58011151682337,110.0313552783982,42885.89751182899,43274.99983612418,44051.500380952384,0.0781353626790847,45465.41914905005,44707.02,43948.62085094994
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-02-09 02:00:00,4h,46060.74,45290.95086734694,47600.31826530612,TP Hit,2024-02-09 12:05:00,3.34,45288.66,46384.27,45242.12,46060.74,9482.53987,90.46902217791111,689.2154979040351,438.6708270789587,250.5446708250764,32.60855126304889,45124.09511608785,43994.63321682171,1737.8812411440304,887.3204420778137,520.6885951175148,131.38842646916564,43732.79126845696,43306.30994234015,44736.82085714286,0.1376355956740199,46221.900620572014,45352.96,44484.019379427984
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-02-09 10:00:00,4h,47180.02,46313.15461734694,48913.75076530612,SL Hit,2024-02-09 02:00:00,-1.84,46202.01,47299.88,46201.53,47180.02,11572.91301,94.70763231514776,888.105924277952,580.2675897733068,307.8383345046452,38.59263687114793,45840.18350279941,44396.39907232146,2803.064922316509,905.1673483366576,565.2227682390813,162.1495856454954,44565.26824971315,43341.232813139046,45375.33828571428,0.1848099107998362,47404.642461158255,46003.11,44601.57753884175
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-02-12 14:00:00,4h,49917.8,48922.534846938775,51908.33030612245,SL Hit,2024-02-12 14:00:00,-1.99,47903.04,49950.0,47841.0,49917.8,16721.55061,82.07221289150412,962.8017639977406,983.0318071831304,-20.23004318538972,61.10733043130512,48542.79745410972,47314.59796250889,2895.5162321916578,558.0641582408468,697.0388415885282,294.74837279752126,47675.20286699933,43656.040761573466,48366.042095238095,0.3226653767663985,49941.71811609584,48493.96000000001,47046.20188390418
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-02-14 10:00:00,4h,51555.12,50170.39385204082,54324.57229591837,Still Open,,,49838.93,51723.08,49741.19,51555.12,19901.12485,78.90044885687081,934.6526635971532,917.9605355867104,16.692128010442843,52.90327933753181,50031.474120167055,48796.63827384619,3426.75139189174,744.3556399232436,817.0314472268377,191.39340172112,48300.95,43973.10958954714,49804.91,0.2841376070984008,51643.17169594586,49929.796,48216.420304054125
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-02-15 02:00:00,4h,52343.32,51129.96571428571,54770.02857142857,SL Hit,2024-02-17 13:30:00,-2.32,51795.17,52500.0,51717.58,52343.32,9485.19698,84.9131185213886,1191.884311443442,1037.099418356265,154.78489308717712,53.89851842477554,51336.0470458341,49640.23339681647,1150.8263567139802,1334.4526302009078,769.1954236319689,94.390747347683,48792.90912079359,44118.36150596938,50849.276190476194,0.30894487136038,52367.73517835699,51792.322,51216.90882164301
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-02-26 14:00:00,4h,52842.32,52164.95176020408,54197.05647959184,SL Hit,2024-02-26 14:00:00,-1.28,51090.01,52847.84,50957.0,52842.32,11761.1694,77.72960741153996,114.6285374710933,26.65343481278279,87.9751026583105,14.305926371650116,51765.188284563614,51528.56455335341,2442.350776132502,458.9366377680786,550.5222255193241,211.66458247706908,50901.44,45255.492550086754,51669.98771428572,0.0024552822660173,52923.18138806626,51702.00600000001,50480.83061193376
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-02-26 18:00:00,4h,54487.11,53663.374515306125,56134.58096938776,SL Hit,2024-02-26 14:00:00,-1.51,52842.33,54512.02,52753.28,54487.11,19931.38279,87.41928177394658,333.32220655379933,87.9871891609861,245.33501739281323,17.00119006774043,52445.66871342271,51756.14497232623,5090.719620795135,1000.702237720712,636.8234951250864,256.4058618819423,50901.44,45328.334054520914,52058.357619047616,0.0181586393275107,54799.01781039757,52253.658,49708.29818960244
