time,open,high,low,close,volume,rsi,macd,macd_signal,macd_diff,adx,ema_short,ema_long,bb_width,volatility,atr,cci,parabolic_sar,vwap,wma,trix,bb_upper,bb_middle,bb_lower
2024-08-19 00:00:00,59814.53,59814.53,59311.14,59439.33,464.86074,34.28978310660679,63.90815947444207,113.51600472022263,-49.60784524578055,26.364863970736902,59666.071563311314,59634.448705612696,528.064018701014,167.11094277324983,316.86538631918063,-106.17021476220579,60214.511934056,59299.99993671149,59726.169333333324,0.028241934069294143,59882.43000935051,59618.398,59354.365990649494
2024-08-19 01:00:00,59439.33,59577.88,59350.0,59350.0,315.50332,30.834155562764465,31.96337844087975,97.20547946435406,-65.2421010234743,24.562553929892506,59587.05367248348,59612.568035950186,680.2911693134811,186.29604364547558,310.50928729638184,-122.85752183999428,60178.37705669376,59300.001732082805,59669.20980952381,0.02452215267759403,59923.02758465674,59582.882,59242.73641534326
2024-08-19 02:00:00,59350.0,59407.61,58408.92,58427.35,2014.55508,13.7098005331585,-67.03054833402712,64.35827390467783,-131.38882223870496,25.342781468159824,59297.12775436261,59521.39741780017,1962.4193582822336,429.201141703051,359.6650524894976,-250.60187218385317,60143.68757442601,59299.80169968805,59492.62095238095,0.017295962539178592,60329.12767914111,59347.91799999999,58366.708320858874
2024-08-19 03:00:00,58427.35,58710.0,58210.03,58346.03,2258.26711,12.949183280808228,-150.3130773077064,21.42400366220098,-171.7370809699074,26.40499921124507,59059.35331577196,59430.98453950785,2336.5703068546864,557.1425333245896,369.6868344545336,-180.12333604279496,60039.60151996045,59299.556687101445,59319.02419047618,0.007733247962103996,60243.73315342734,59075.448,57907.16284657265
2024-08-19 04:00:00,58346.03,58630.0,58216.33,58564.0,1674.85658,26.131066628069163,-196.4620321753173,-22.153203505302677,-174.3088286700146,27.39134425839565,58935.514986828966,59364.29342108418,1883.5579502180626,585.7030781913294,372.82848913635246,-110.99766308168945,59893.23579836362,59299.41657369531,59189.011047619046,-0.002284001817557105,59767.12097510902,58825.34199999999,57883.56302489096
2024-08-19 05:00:00,58564.0,58748.0,58427.07,58670.51,571.95643,32.15521922005669,-221.8832129727234,-62.09920539878682,-159.7840075739366,27.82643531377989,58869.26374012173,59310.925465616165,1428.2401960966963,574.047113980705,369.1214541980416,-68.25492255963856,59758.57933449453,59299.37566583636,59087.10409523809,-0.01182341388088804,59385.69809804835,58671.578,57957.45790195165
2024-08-19 06:00:00,58670.51,58763.83,58561.87,58736.85,481.87935,36.05302732034473,-233.97942911915743,-96.47525014286094,-137.5041789762965,28.16477633605039,58836.160305091296,59266.765814414925,583.1578378309641,569.9361949587828,357.1813503267528,-46.77667558066132,59634.695387734966,59299.34484002421,59006.41428571429,-0.020394762179454254,58840.52691891548,58548.948,58257.369081084515
2024-08-19 07:00:00,58736.85,58746.0,58450.0,58582.0,446.59763,31.055456904450736,-253.1427958536151,-127.80875928501179,-125.33403656860331,28.718878269960012,58772.62022881847,59214.091520998394,530.0441311290488,554.3740229832532,352.8112538748419,-49.481284124937815,59520.72215671617,59299.308410272926,58915.46971428572,-0.028420076765925385,58844.90006556453,58579.878000000004,58314.85593443548
2024-08-19 08:00:00,58581.99,58612.0,58359.5,58475.18,597.592,27.858759235022845,-273.7932649948052,-157.00566042697048,-116.78760456783473,29.423755946099472,58698.26017161385,59157.25217322929,361.05050569816376,505.3589073815402,345.64616431235316,-62.516589934910314,59415.86678417888,59299.25241105482,58821.93971428571,-0.03603286775618337,58786.23325284908,58605.708,58425.18274715092
2024-08-19 09:00:00,58475.19,58660.84,58388.85,58570.0,470.2875,34.98714956459962,-279.2882677123198,-181.46218188404035,-97.82608582827945,29.844661057555204,58666.19512871039,59112.07892913473,358.95409241980815,375.38618501778103,340.3850097186135,-43.23659238068503,59319.39984144457,59299.213416821265,58754.279142857136,-0.04266418797152902,58786.3850462099,58606.907999999996,58427.43095379009
2024-08-19 10:00:00,58570.0,58745.82,58500.0,58502.19,563.1549,32.252241061841474,-285.8200417193584,-202.33375385110395,-83.48628786825446,29.82616758539577,58625.19384653279,59065.16439612437,364.5022174311307,279.51399594467216,333.63036616728397,9.340906635946226,59230.650254129,59299.16238627461,58689.67676190477,-0.048495436039574936,58755.49510871556,58573.24399999999,58390.992891284426
2024-08-19 11:00:00,58502.19,58660.85,58403.16,58608.27,555.99622,40.92154765802633,-279.21809780214244,-217.71062264131166,-61.50747516083078,30.057483350418146,58620.96288489959,59030.01867334557,201.37660197663354,114.96402385637884,328.2060542981919,7.83233141594278,59149.000633798685,59299.11871598562,58648.984000000004,-0.053100021735292595,58648.21630098832,58547.528000000006,58446.83969901169
2024-08-19 12:00:00,58608.28,58671.38,57965.6,58006.59,1680.68671,21.87184599160348,-318.8609269518711,-237.94068350342354,-80.92024344844754,31.198905387122643,58467.3696636747,58951.29339078053,872.4749805175961,205.4846008373608,355.17562184832093,-226.4341803245559,59073.88298309479,59298.87180079215,58537.53295238095,-0.05856106883559861,58868.683490258794,58432.445999999996,57996.2085097412
