time,open,high,low,close,volume,rsi,macd,macd_signal,macd_diff,adx,ema_short,ema_long,bb_width,volatility,atr,cci,parabolic_sar,vwap,wma,trix,bb_upper,bb_middle,bb_lower
2024-04-08 03:00:00,69360.38,72797.99,60660.57,65661.84,348008.31904,63.42956705999295,9250.50096044295,7744.11066402045,1506.3902964225008,59.19455601628805,65136.43955479024,51907.98194015931,7616.55353607906,8550.689535201293,5846.759368885857,37.326828359454936,56424.471003745384,40949.368031912156,62503.00904761905,2.84323578961891,72189.41876803953,68381.14199999999,64572.865231960466
