time,open,high,low,close,volume,rsi,macd,macd_signal,macd_diff,adx,ema_short,ema_long,bb_width,volatility,atr,cci,parabolic_sar,vwap,wma,trix,bb_upper,bb_middle,bb_lower,ADX
2025-05-27 00:10:00,109399.41,109399.42,109352.33,109363.64,4.94266,31.45512675194752,-11.073780470091153,9.975638842141404,-21.049419312232555,27.843900667772825,109396.168492007,109430.37406815302,54.82477144373115,54.30772266116232,48.39754878665753,-70.18235898161544,109535.23852117526,71962.21234172044,109418.34552380952,0.0014913375747409,109404.45438572184,109377.042,109349.62961427812,
2025-05-27 00:11:00,109363.64,109377.96,109347.82,109349.35,3.20919,28.51612907543401,-15.772723787202269,4.82596631627267,-20.598690103474937,26.362920135542463,109384.46386900524,109424.14144752588,66.55110069573857,43.61367053170402,47.09343815903909,-103.782799248667,109516.49666905771,71962.21948394726,109403.78752380951,0.000786604194594,109403.15755034788,109369.882,109336.60644965214,
2025-05-27 00:12:00,109349.36,109375.87,109349.36,109353.13,2.14627,30.5751629398017,-18.972947482514428,0.0661835565152499,-19.03913103902968,24.987723927042843,109376.63040175394,109418.67902848544,71.63580632477533,26.138340644343756,45.62390686196412,-102.8735139215281,109499.62900215197,71962.22426106926,109391.37533333336,0.0001215721865901,109403.5979031624,109367.78,109331.9620968376,
2025-05-27 00:13:00,109353.14,109353.14,109318.18,109321.4,5.88069,23.699014635937104,-23.795197414947324,-4.706092637777265,-19.08910477717006,24.33901967052088,109362.82280131546,109411.19602629424,100.9340761276253,26.31722273933257,44.86219922896714,-185.4621891473936,109484.44810193677,71962.23733906994,109376.39819047616,-0.0005451586119751,109407.8550380638,109357.388,109306.92096193618,
2025-05-27 00:14:00,109321.41,109368.33,109321.4,109355.98,7.41921,41.03988648186084,-24.54362459944969,-8.673599030111749,-15.870025569337937,23.34482904157974,109361.1121009866,109406.94863965624,57.731492512190016,22.902289512508823,45.00989928404146,-78.39956070290503,109464.49592970434,71962.25385382705,109368.74695238096,-0.0011216127220791,109377.56574625608,109348.7,109319.8342537439,
2025-05-27 00:15:00,109355.99,109360.0,109333.74,109360.0,3.02254,42.851752214741296,-24.52961598787806,-11.844802421665012,-12.684813566213048,22.421652028991534,109360.83407573994,109403.33720583652,54.9436253234162,21.06956107260866,43.67062076375241,-52.97088717009172,109446.93801813982,71962.26058255548,109364.24295238096,-0.0016034649671008,109375.4438126617,109347.972,109320.50018733829,
2025-05-27 00:16:00,109360.0,109371.53,109356.8,109356.8,3.01424,41.62973720296205,-24.494371451888583,-14.374716227709726,-10.119655224178857,21.24895460705116,109359.82555680496,109399.75742077218,56.80309325811686,19.535806965216743,41.60343356634123,4.2074040799101615,109431.48705596304,71962.26729222998,109360.8056190476,-0.0020038251799455,109377.86354662909,109349.462,109321.06045337096,
2025-05-27 00:17:00,109356.81,109356.81,109329.37,109329.38,2.28645,32.19054206964246,-26.37497050258389,-16.774767082684562,-9.60020341989933,20.78407329567698,109352.21416760371,109394.34377302048,64.1331069234875,21.65208551394318,40.59175974017416,-94.79343264715452,109417.89020924747,71962.27237811606,109355.0760952381,-0.0023774201767056,109376.77855346176,109344.712,109312.64544653828,
2025-05-27 00:18:00,109329.37,109338.69,109285.72,109285.72,6.93093,22.45997593907181,-31.030653855661512,-19.625944437279955,-11.404709418381556,21.189165683059503,109335.59062570278,109385.98809817276,112.6740297123324,30.0596924351104,41.475919758733234,-191.47314478460908,109405.92498413778,71962.28777697227,109344.48971428572,-0.0027903214799226,109393.91301485617,109337.576,109281.23898514383,
2025-05-27 00:19:00,109285.72,109285.73,109192.15,109230.94,13.72869,15.435098335664108,-38.69455786330218,-23.4396671224844,-15.254890740817778,22.830351702594907,109309.4279692771,109374.06132139024,194.9182640069048,42.39784698816542,45.1976397759667,-228.78376345890737,109389.09628635849,71962.3182340077,109327.77428571427,-0.0033041530642713,109410.02713200348,109312.568,109215.10886799656,
2025-05-27 00:20:00,109230.93,109230.94,109165.62,109165.62,3.98379,10.66296284840206,-49.46878968851525,-28.64549163569057,-20.823298052824672,24.627472725795677,109273.47597695782,109358.027373591,275.1584632230515,65.31736963340083,46.634951220541005,-177.72661553933284,109357.58488054112,71962.32705652792,109303.87685714288,-0.0039736858590123,109411.27123161152,109273.692,109136.11276838848,
2025-05-27 00:21:00,109165.62,109190.22,109136.36,109190.22,7.32967,21.615256583486055,-55.38399935567577,-33.99319317968761,-21.39080617598816,26.57571497845658,109252.66198271836,109345.119114084,241.1367217391089,73.73270909313115,47.15102613335954,-128.17926794044106,109323.03120204373,71962.34329957221,109285.35019047618,-0.0046671372854557,109360.94436086956,109240.376,109119.80763913043,
2025-05-27 00:22:00,109190.22,109241.92,109190.21,109241.91,4.13689,40.124066857225074,-55.26384739285277,-38.24732402232064,-17.016523370532127,27.026054387752048,109249.97398703876,109337.17995146217,167.05786315820296,72.35180734250463,47.47666712383328,-55.54988514342075,109285.69696163498,71962.35247992292,109275.36714285713,-0.0052454802587818,109306.41093157908,109222.88199999998,109139.35306842088,
2025-05-27 00:23:00,109241.92,109272.69,109230.9,109230.9,4.2534,37.84024147866341,-55.41821440323838,-41.68150209850419,-13.73671230473419,26.739007502959964,109245.20549027908,109329.00457058044,116.42653461699956,72.78441395369379,47.07047661498863,-25.88981993981381,109136.36,71962.3619160336,109265.168,-0.0057312971484714,109270.13126730848,109211.918,109153.70473269148,
2025-05-27 00:24:00,109230.9,109230.91,109183.71,109183.72,1.52002,29.2724500369156,-58.6712573384284,-45.07945314648904,-13.591804191939367,27.073567883659106,109229.83411770932,109317.82883438196,116.25249283722952,71.80057405424736,47.07972828534638,-63.78307745503548,109139.0866,71962.3652839074,109250.28314285712,-0.0062073149600672,109260.60024641862,109202.474,109144.3477535814,
2025-05-27 00:25:00,109183.71,109183.71,109145.4,109164.46,5.46213,26.349829759985354,-62.08772963989759,-48.48110844517075,-13.60662119472684,27.811489608185152,109213.490588282,109306.0312317372,117.4380301387282,67.2744932926354,46.45403340782213,-97.25759704899286,109141.758668,71962.37737995757,109234.5438095238,-0.0066786195492709,109260.96101506936,109202.242,109143.52298493063,
2025-05-27 00:26:00,109164.46,109223.03,109164.46,109223.02,3.18867,46.01548943849918,-59.38544748703134,-50.66197625354287,-8.723471233488475,27.633674529265427,109215.87294121148,109299.64575237282,118.41529919271125,52.75218701056992,47.31945959297715,-23.50241786728788,109144.37729464,71962.38445247438,109228.37333333337,-0.0070089642071829,109268.00964959637,109208.802,109149.59435040364,
2025-05-27 00:27:00,109223.02,109337.22,109223.02,109316.49,6.25615,64.28252110665056,-49.1352213275386,-50.35662526834202,1.2214039408034196,25.781918115478028,109241.0272059086,109300.94146372876,209.9147454634658,49.99240388914734,52.09664105062143,165.03511235951632,109145.4,71962.3983635081,109235.90466666664,-0.0070501132763096,109328.67537273173,109223.718,109118.76062726826,
2025-05-27 00:28:00,109316.49,109330.27,109290.68,109290.68,2.15967,57.80161413235066,-42.60338919314381,-48.80597805330238,6.202588860158571,24.062430016961155,109253.44040443146,109300.15212036503,236.5597514605033,50.7001116145563,51.203309547006405,137.46339154322467,109153.0728,71962.40316238099,109240.04142857144,-0.0069280439142747,109353.95387573024,109235.674,109117.39412426976,
2025-05-27 00:29:00,109290.69,109318.19,109290.69,109304.34,1.79219,60.34099938710604,-35.91066157567548,-46.22691475777701,10.316253182101534,22.46576249690978,109266.1653033236,109300.47426495234,230.433510156814,56.79598485397809,49.51093029364947,101.09927933355982,109160.438688,71962.40714615502,109246.6214285714,-0.0066639324185723,109375.0147550784,109259.798,109144.5812449216,
2025-05-27 00:30:00,109304.35,109304.35,109272.72,109284.38,3.19397,54.58168511374102,-31.850083965691734,-43.35154859935996,11.50146463366822,21.034455884132782,109270.7189774927,109299.2362445714,129.39743445423665,53.91787848220181,48.23372098696056,60.26808902791386,109167.50994048,71962.41424208219,109251.0701904762,-0.0063386218307443,109348.48071722712,109283.782,109219.08328277287,
2025-05-27 00:31:00,109284.38,109338.69,109284.37,109338.69,3.90627,65.37298659597059,-23.973334169073496,-39.47590571330267,15.502571544229175,19.923665896012384,109287.71173311952,109302.27114883512,77.54973740427522,58.04901081623091,48.668455202178166,85.92644942912027,109174.2983428608,71962.42293312534,109263.45,-0.0058769000085166,109345.69086870214,109306.916,109268.14113129786,
2025-05-27 00:32:00,109338.69,109434.79,109338.68,109422.15,6.72181,75.92252695315592,-10.871113283763409,-33.75494722739482,22.883833943631416,20.16694032859761,109321.32129983963,109311.49259892474,202.65256347649847,77.32737421816311,52.05713697345119,144.14482889668818,109184.16184228916,71962.4379218365,109286.86914285716,-0.0051830533877068,109429.37428173824,109328.048,109226.72171826176,
2025-05-27 00:33:00,109422.16,109422.16,109380.95,109380.96,2.80173,64.31758687739884,-3.767765145326848,-27.757510810981227,23.98974566565438,20.392838015998187,109336.23097487974,109316.8362451613,200.85406326907105,82.04443952434949,51.282341475348,123.09284676148876,109204.21209490602,71962.44416243564,109303.49695238093,-0.0044269183166525,109446.53103163454,109346.104,109245.67696836549,
2025-05-27 00:34:00,109380.96,109428.58,109375.44,109428.58,2.40284,70.56043158552981,5.639220036027837,-21.078164641579416,26.717384677607253,20.68156057015576,109359.3182311598,109325.43191861044,215.9846602974867,83.0392045780515,51.41503136996596,112.27833378803828,109222.65832731352,71962.44952135315,109325.04533333334,-0.0035678141082539,109478.94433014876,109370.952,109262.95966985126,
2025-05-27 00:35:00,109428.57,109496.52,109428.57,109467.91,12.26336,74.91084176802036,16.08253640276962,-13.64602443270961,29.72856083547923,21.71139843004764,109386.46617336984,109336.39177102502,176.61184208322084,76.98700050702404,52.59610055782533,130.22030132819427,109239.62886112844,71962.476900315,109349.33333333336,-0.0025993950697223,109495.96392104162,109407.658,109319.3520789584,
2025-05-27 00:36:00,109467.92,109467.92,109462.61,109462.61,2.42368,73.16252303537718,23.658553084373125,-6.185108929293063,29.843662013666187,22.66767644280439,109405.50213002738,109346.10086556156,125.7212613847514,71.65552588943358,49.21852194655192,101.65731280607169,109265.3179750156,71962.48231061097,109370.27000000002,-0.0016037327125265,109495.30263069236,109432.442,109369.58136930762,
2025-05-27 00:37:00,109462.62,109462.62,109372.78,109404.16,5.09561,55.89777189351478,24.66188748636341,-0.0157096461617678,24.67759713252518,21.838835721316578,109405.16659752053,109350.56695282606,133.48907795079867,69.76300855572738,52.12005609322653,36.1005011200115,109288.43817751404,71962.4936676282,109381.31142857144,-0.0007338905531744,109495.5885389754,109428.844,109362.0994610246,
2025-05-27 00:38:00,109404.16,109404.16,109351.15,109351.15,2.65527,44.47561448797334,20.93821059349284,4.175074401769154,16.763136191723685,20.71935301288227,109391.6624481404,109350.61180260868,170.96708280872554,63.66442843790151,52.18362351513959,-34.267739378315525,109309.24635976263,71962.49957727168,109383.63476190474,-7.899580182787903e-05,109508.36554140438,109422.882,109337.39845859564,
2025-05-27 00:39:00,109351.16,109351.16,109304.34,109339.86,6.80109,42.26819568886826,16.881561055284692,6.716371732472262,10.16518932281243,19.505717568938437,109378.71183610529,109349.78474086957,214.81327641467212,59.553775209228256,51.80050754977297,-114.25413109395454,109496.52,71962.51470938933,109382.85819047618,0.0003837335125016,109512.54463820734,109405.138,109297.73136179268,
2025-05-27 00:40:00,109339.87,109350.51,109250.13,109250.13,5.74781,28.68838210450748,6.352943199934089,6.643686025964628,-0.2907428260305398,19.094830520483665,109346.56637707895,109342.11899157192,282.96579475922044,66.73053442759205,55.27047129621705,-169.30015408493963,109492.6764,71962.52746729608,109368.44714285714,0.0005367881576617,109503.06489737962,109361.582,109220.0991026204,
2025-05-27 00:41:00,109250.13,109250.14,109180.0,109208.54,6.73251,24.33910395395516,-5.286092934024055,4.2577302339668925,-9.543823167990949,19.49378684487585,109312.0597828092,109331.84368452792,284.68450924378703,86.45960988583522,56.332580489344366,-164.5506986316686,109482.974544,71962.54239417563,109348.23257142858,0.000400462103226,109453.11025462188,109310.768,109168.4257453781,
2025-05-27 00:42:00,109208.54,109215.36,109180.0,109180.01,1.44451,21.63865768580624,-16.620652948549832,0.0820535974635476,-16.70270654601338,19.86424628895431,109279.04733710692,109320.16417033346,275.1208677710383,103.04693985089048,54.83453902581981,-125.41498738943106,109464.79607136,71962.54559439367,109325.24209523808,2.43856411331851e-05,109403.49843388551,109265.938,109128.37756611448,
2025-05-27 00:43:00,109180.01,109203.29,109180.0,109203.28,2.9131,29.3146770078466,-23.455300789588364,-4.625417279946835,-18.82988350964153,20.208244344170023,109260.10550283018,109311.17308030782,225.8879286967276,111.58062886098016,52.58135766683222,-93.30150811375783,109447.7083070784,71962.55205221096,109306.40828571428,-0.0004546217707351,109349.30796434837,109236.364,109123.42003565162,
2025-05-27 00:44:00,109203.28,109260.87,109181.82,109191.78,7.5409,27.70522308727233,-29.460163903902867,-9.592366604738045,-19.867797299164824,19.503673733650768,109243.02412712264,109301.98899720724,95.26716308729374,113.35926734272545,54.47197497634337,-65.8214900333989,109431.6458086537,71962.56876385359,109287.0036190476,-0.001001664479121,109254.38158154364,109206.748,109159.11441845636,
2025-05-27 00:45:00,109191.78,109231.38,109189.82,109191.03,2.28534,27.58669051598297,-33.88892943333485,-14.451679170457403,-19.43725026287745,18.849429595311456,109230.02559534198,109293.45368972977,40.10758385414374,102.71770726466688,53.549691049461536,-59.14858056858932,109416.54706013449,71962.57382836759,109268.38085714284,-0.0015701741595386,109214.98179192709,109194.928,109174.87420807291,
2025-05-27 00:46:00,109191.03,109191.04,109180.0,109180.0,1.9622,25.650005420385085,-37.85244739017799,-19.13183281440152,-18.720614575776462,18.38432121464323,109217.51919650647,109284.72648282748,34.74918281886494,83.42580486772,50.51328454592812,-68.99498010247505,109402.3542365264,71962.57817548556,109249.6937142857,-0.0021452900708488,109206.59459140943,109189.22,109171.84540859055,
2025-05-27 00:47:00,109180.0,109205.46,109180.0,109205.45,2.51068,37.75016580609434,-38.49620137472812,-23.00470652646684,-15.491494848261276,17.679851467490227,109214.50189737989,109278.62829184077,36.94300965828006,64.03751524585871,48.72376422121943,-47.34715703162452,109389.01298233484,71962.58374152498,109236.7060952381,-0.0026504805048393,109212.77950482914,109194.308,109175.83649517086,
2025-05-27 00:48:00,109205.46,109213.18,109205.45,109213.18,1.87245,41.23590728383439,-37.94522570593108,-25.992810362359688,-11.952415343571392,16.87679820127577,109214.1714230349,109273.593807853,46.73497066035634,47.89245899734441,45.79563820541775,2.049031061849603,109376.47220339472,71962.58789350414,109226.42066666669,-0.0030681469119537,109219.65548533016,109196.288,109172.9205146698,
2025-05-27 00:49:00,109213.17,109255.32,109213.17,109255.31,3.38214,56.98804152769409,-33.72032766675693,-27.538313823239136,-6.182013843517794,15.9829138883709,109224.45606727616,109272.18736109509,103.36129183939192,26.22005489660293,45.53523547645996,196.57410161423564,109364.68387119104,71962.59540155635,109223.804,-0.0033279805190197,109260.67464591967,109208.994,109157.3133540803,
2025-05-27 00:50:00,109255.32,109255.32,109244.82,109244.83,1.51613,52.76590898579085,-30.861956523061963,-28.203042363203704,-2.6589141598582597,15.152878454959238,109229.54955045712,109270.08294870316,109.1235930987168,25.308665861079124,43.03271865671282,157.18754506978885,109353.6028389196,71962.59876628428,109221.81476190477,-0.0034831390953402,109274.31579654936,109219.754,109165.19220345064,
2025-05-27 00:51:00,109244.83,109257.29,109244.82,109257.29,1.81893,57.281382746490976,-27.27682862959045,-28.017799616481057,0.740970986890602,14.419505353340796,109236.48466284283,109269.098875726,86.81122532757581,29.852537318500133,40.84966732408952,117.67199255860956,109343.1866685844,71962.6028043607,109223.56095238095,-0.0035324413539708,109278.61761266376,109235.21199999998,109191.8063873362,
2025-05-27 00:52:00,109257.29,109276.54,109241.67,109241.68,4.2929,50.08344535213167,-25.4023628597206,-27.494712265128967,2.0923494054083704,14.108367078243232,109237.78349713211,109266.9897314394,63.20999448600924,28.81193392671758,40.42254822951136,87.16126865517863,109333.39546846936,71962.61233072853,109224.62457142856,-0.0035296997282167,109274.06299724302,109242.458,109210.853002757,
2025-05-27 00:53:00,109241.68,109262.96,109241.68,109262.96,1.99648,58.59481200251803,-21.94672884789179,-26.385115581681536,4.438386733789745,13.819452965652635,109244.0776228491,109266.67975209792,31.805199747584997,31.400612006734445,39.05522335597578,74.37699866462538,109324.1917403612,71962.61676364159,109229.56809523808,-0.0034472916152029,109268.31659987378,109252.414,109236.5114001262,
2025-05-27 00:54:00,109262.95,109262.96,109262.95,109262.96,1.57565,58.59481200251803,-18.989218111004448,-24.90593608754612,5.916717976541673,13.551175575389935,109248.79821713683,109266.39361732116,36.09953588334611,31.26430607615993,36.26627883054961,78.38838125994627,109315.54023593952,71962.62026215796,109235.244,-0.0033083161680178,109271.99376794166,109253.944,109235.89423205832,
2025-05-27 00:55:00,109262.95,109329.84,109262.95,109329.84,5.95428,76.62952815355186,-11.12052202814084,-22.148853275665065,11.028331247524225,14.529607572232894,109269.05866285262,109271.27410829646,121.83976957917912,40.704669156519536,38.45368748551031,189.78619813716145,109180.0,71962.63350652518,109249.71504761904,-0.0030114350630149,109331.8658847896,109270.946,109210.0261152104,
2025-05-27 00:56:00,109329.84,109362.43,109321.59,109321.6,3.87848,71.99335992630114,-5.48618154124415,-18.816318928780884,13.330137387536734,15.911750365560389,109282.19399713946,109275.1453307352,140.75484063857584,40.06968211163565,38.624138379402176,185.62289551585755,109182.9968,71962.64213169161,109261.9321904762,-0.0026303532484343,109354.18542031928,109283.808,109213.43057968072,
2025-05-27 00:57:00,109321.59,109359.92,109321.59,109357.91,5.44958,78.78158528325227,1.8872325899719729,-14.675608625030312,16.562841215002287,17.195168673650205,109301.1229978546,109281.51184375558,151.84920997935114,45.80864312096572,38.60312849515929,132.48251019188834,109190.174128,71962.65426252435,109277.6421904762,-0.0021392002778584,109382.97860498968,109307.054,109231.12939501031,
2025-05-27 00:58:00,109357.91,109395.15,109357.9,109395.15,5.32593,83.6568281747629,10.613329329935368,-9.617821034037178,20.231150363972542,18.8712193437328,109324.62974839096,109290.25324038976,174.60783225140767,54.0346487932205,38.50647645979076,135.78202676141305,109197.06436288,71962.66612990938,109296.84485714286,-0.0015246696345151,109420.7959161257,109333.492,109246.1880838743,
2025-05-27 00:59:00,109395.14,109395.15,109316.93,109346.68,9.70515,61.563871506207015,13.462512481419251,-5.001754330945892,18.464266812365143,19.284096931793734,109330.1423112932,109294.59376035978,103.14758131752023,54.68336820293902,41.34315671266294,72.09683968328164,109208.9495011072,71962.68772717283,109307.648,-0.0009375299576979,109401.80979065876,109350.236,109298.66220934124,
2025-05-27 01:00:00,109346.68,109363.64,109307.78,109307.78,14.00801,49.08078971782457,12.43822563449794,-1.5137583378571255,13.951983972355066,19.430259466703166,109324.55173346993,109295.60808648595,121.51057571926503,50.84817823937909,42.38007409032991,21.73071027620856,109220.12153104076,71962.71886728427,109311.78209523809,-0.0004616624573818,109406.57928785964,109345.824,109285.06871214036,
2025-05-27 01:01:00,109307.79,109391.31,109307.79,109384.0,15.76864,65.51955883724668,17.574203453754308,2.3038340204651613,15.270369433289147,20.01462758440631,109339.41380010244,109302.40746444858,122.71409442977163,52.46292009366592,45.31935451244912,70.38566477399313,109230.62323917833,71962.7539927964,109324.86190476191,5.633122330225221e-05,109419.66104721487,109358.304,109296.94695278512,
2025-05-27 01:02:00,109384.0,109448.77,109372.65,109448.77,12.48828,74.0594600473233,26.56467948362115,7.156003113096359,19.408676370524788,21.340610502022432,109366.75285007682,109313.66612102946,189.6412870971253,58.20739879800691,47.519400618703465,163.56980199536434,109240.49484482764,71962.78185922843,109344.87723809524,0.0006959317075968,109471.29664354856,109376.476,109281.65535645145,
2025-05-27 01:03:00,109448.77,109476.19,109434.79,109462.11,4.95174,75.55576353375106,34.36992788896896,12.59878806827088,21.77113982069808,22.888789591867937,109390.5921375576,109325.08488095028,235.466708738124,62.182107308676414,47.08230057451099,165.81115357071502,109257.1568572414,71962.792912495,109364.42752380951,0.0014119874964259,109507.60135436904,109389.868,109272.13464563093,
2025-05-27 01:04:00,109462.11,109493.65,109454.54,109454.55,3.35494,72.70379348740138,39.49039398560126,17.97710925173696,21.5132847338643,24.51848930518209,109406.5816031682,109335.0437362618,235.4080631671532,57.74277820622989,46.51285053347453,127.3718316514428,109279.06017151728,71962.80039987352,109381.00028571428,0.0021322061060401,109529.14603158356,109411.442,109293.73796841642,
2025-05-27 01:05:00,109454.55,109470.97,109440.77,109440.77,2.73619,67.15894251274639,41.95286293326353,22.77225998804228,19.180602945221256,25.63067746162855,109415.12870237615,109343.17652578016,111.64016673358856,57.51167628802796,45.34764692394043,76.34931303438556,109304.8109509352,71962.80650411174,109393.73838095236,0.0027954513017851,109493.8600833668,109438.04,109382.2199166332,
2025-05-27 01:06:00,109440.77,109454.55,109440.77,109440.84,2.0133,67.17420334258705,43.409636462820345,26.89973528299789,16.509901179822453,26.663423606900267,109421.55652678212,109350.68910072012,32.80065432857373,53.5328774010503,43.09281500080174,54.79645808822261,109327.47163682296,71962.81099564275,109404.73838095236,0.0033866714011209,109465.8083271643,109449.408,109433.00767283572,
2025-05-27 01:07:00,109440.84,109440.84,109385.52,109419.37,6.89607,57.36327303276882,42.34357998070482,29.98850422253928,12.35507575816554,26.1007446658194,109421.00989508658,109355.9722468186,58.383992706396384,51.14667012700448,43.96618535788679,6.333199102581275,109347.4130404042,71962.82637146943,109410.97895238094,0.0038592315183968,109472.7199963532,109443.528,109414.3360036468,
2025-05-27 01:08:00,109419.36,109424.44,109396.25,109396.25,3.79145,48.25586485815544,39.181472138807294,31.82709780579288,7.3543743330144125,25.578257077672884,109414.81992131492,109359.07053552486,81.73374243386206,51.11235052501604,42.83931497518076,-21.363449863336417,109364.9614755557,71962.83481985489,109412.64723809523,0.0041831261674192,109471.22287121692,109430.356,109389.48912878308,
2025-05-27 01:09:00,109396.25,109396.26,109384.36,109384.36,2.51915,43.949687255684026,35.30903468845645,32.5234851823256,2.785549506130849,24.78283544091219,109407.2049409862,109361.01587894604,91.78377396980068,47.152023670313376,40.62936390552458,-84.79201115711267,109380.40409848902,71962.84043142361,109411.46076190476,0.0043640873392261,109462.2098869849,109416.318,109370.4261130151,
2025-05-27 01:10:00,109384.37,109482.56,109384.37,109482.56,9.34149,70.25574628409142,39.70630979500129,33.96005010486074,5.746259690140548,25.40268389129159,109426.04370573963,109370.36542671942,139.40907349306508,34.01755688273164,44.7415521979869,47.01311281064908,109493.65,71962.86129478441,109422.84838095238,0.0046084590690708,109494.38053674654,109424.676,109354.97146325347,
2025-05-27 01:11:00,109482.55,109540.18,109476.19,109540.17,15.55786,77.64269181928437,47.29464431101224,36.62696894609104,10.667675364921196,26.63322036855195,109454.57527930471,109383.42731697178,234.45393518629132,44.18787148446084,46.116441326701455,180.29285438877196,109384.37,71962.89609513836,109440.38438095238,0.0049787155893358,109561.76896759312,109444.542,109327.31503240684,
2025-05-27 01:12:00,109540.17,109604.68,109540.17,109604.68,6.85836,83.23678356826746,57.84704720177979,40.87098459722879,16.976062604550997,28.359639209243447,109492.10145947854,109400.4467541278,336.19181502916035,66.67496953918302,47.4302669462224,192.4381068723041,109384.37,71962.9114624687,109464.7859047619,0.0055228831184962,109649.6999075146,109481.604,109313.50809248544,
2025-05-27 01:13:00,109604.67,109888.89,109604.67,109840.0,53.87916,91.99951432194732,84.22733952700219,49.54225558318348,34.68508394381871,31.380129334419,109579.0760946089,109434.2585422718,612.143428040552,136.70166026737232,64.3438193072066,212.9986577924196,109393.1824,71963.03294223972,109518.56790476188,0.006569727890275,109876.42571402028,109570.354,109264.28228597972,
2025-05-27 01:14:00,109840.0,109848.44,109684.0,109684.0,16.71153,64.97862506398172,91.49135955926612,57.93207637840001,33.55928318086612,34.18487016493916,109605.30707095668,109453.46942363551,497.8825147016905,147.02560360149633,71.49354649954915,122.1890713479256,109422.924856,71963.0704658968,109546.85161904762,0.0076166655677399,109879.22325735084,109630.282,109381.34074264916,
