time,open,high,low,close,volume,rsi,macd,macd_signal,macd_diff,adx,ema_short,ema_long,bb_width,volatility,atr,cci,parabolic_sar,vwap,wma,trix,bb_upper,bb_middle,bb_lower
2025-01-10 00:00:00,92108.84,92151.52,92062.0,92135.67,15.72216,60.092874664104144,-22.818078176365816,-32.004466288876834,9.186388112511018,13.336366513999053,92094.52964992872,92113.7415454422,139.99635270010913,63.77105328847004,82.03666740949832,71.8229689559195,91939.77345692481,66151.6297534429,92076.94285714286,-0.005847127075698838,92170.30217635006,92100.304,92030.30582364995
2025-01-10 00:01:00,92135.67,92188.88,92128.67,92161.8,11.18719,64.3418932502687,-15.57385525322752,-28.718344081746974,13.144488828519453,12.731842328701962,92111.34723744653,92117.43834963895,163.48497536336072,69.98893320230052,80.47761973739175,121.7347604266341,91944.16798778632,66151.65192594772,92090.72961904762,-0.00538894935356861,92186.74648768168,92105.004,92023.26151231832
2025-01-10 00:02:00,92161.87,92232.0,92153.19,92232.0,9.36598,73.4539597848862,-4.120702190892189,-23.798815703576018,19.67811351268383,12.651265297142393,92141.5104280849,92126.25078428212,230.83733871974982,64.57908655766137,80.3585040418636,160.7416879795476,91953.95646827488,66151.67053896791,92112.56857142856,-0.004683943678910635,92254.67866935988,92139.26000000001,92023.84133064013
2025-01-10 00:03:00,92232.0,92260.0,92213.83,92260.0,15.3854,76.34695564921776,7.13314368063584,-17.612423826733647,24.745567507369486,12.874127250189819,92171.13282106369,92136.5391854912,229.52865251465118,70.22333213420761,77.9164680388732,155.96533507326447,91970.63908017839,66151.70114715492,92135.83257142857,-0.003775333409942471,92294.42632625732,92179.662,92064.89767374267
2025-01-10 00:04:00,92259.99,92287.63,92219.15,92219.16,13.02007,64.11687407564608,12.611078267364064,-11.567723407914105,24.17880167527817,13.368120045151967,92183.13961579776,92142.89463276112,183.94607094003004,68.77914972610354,77.24243460752587,109.55848656804032,91993.78795376411,66151.72700910772,92151.46704761904,-0.0028485208681586333,92293.69903547001,92201.726,92109.75296452998
2025-01-10 00:05:00,92219.15,92221.25,92052.41,92062.03,16.37133,36.85741890616449,4.224604473289219,-8.409257831673441,12.63386230496266,13.024865588004527,92152.86221184832,92136.67427639489,280.80345540173585,74.2032579277093,83.7851178498452,-39.92031369468857,92023.17215838771,66151.75933162762,92144.80723809524,-0.0022768314284286125,92327.39972770086,92186.99799999999,92046.59627229912
2025-01-10 00:06:00,92062.03,92078.75,91907.13,91920.12,17.483,25.231577943627613,-13.714594134289655,-9.470325092196685,-4.24426904209297,13.893036307753652,92094.67665888624,92120.01625513374,517.0621305058012,102.5953945819992,90.05903800342735,-156.69462409646007,92287.63,66151.79365981932,92119.22942857143,-0.0022639992479553716,92397.1930652529,92138.662,91880.1309347471
2025-01-10 00:07:00,91920.12,91967.85,91872.08,91930.6,20.24744,27.264749049722568,-26.777218751245528,-12.931703824006455,-13.845514927239073,14.940155039730115,92053.65749416468,92105.44577396962,565.5646699717327,118.2626431980051,90.46696386032568,-154.72967743894597,92280.02,66151.83343209428,92095.18638095238,-0.002599510252948867,92361.16433498586,92078.382,91795.59966501413
2025-01-10 00:08:00,91930.6,92000.0,91885.07,92000.0,13.90628,40.18926500945352,-31.170132981031202,-16.579389655411404,-14.590743325619798,15.520955955896513,92040.24312062352,92097.33456058735,436.70017622812884,122.38210220267503,92.21432358458763,-93.18041083150285,92263.70240000001,66151.86082182493,92081.1597142857,-0.003001808300411009,92244.73208811406,92026.382,91808.03191188593
2025-01-10 00:09:00,91999.99,92000.0,91926.95,91930.76,31.92529,33.13923910239558,-39.780078511699685,-21.21952742666906,-18.560551085030625,16.060271092336738,92012.87234046764,92084.52113284987,218.65954412019346,133.85959034121126,90.84544332854587,-74.46219971047088,92248.037504,66151.92353303931,92058.4201904762,-0.0035725013268914857,92078.0317720601,91968.702,91859.37222793991
