time,open,high,low,close,volume,rsi,macd,macd_signal,macd_diff,adx,ema_short,ema_long,bb_width,volatility,atr,cci,parabolic_sar,vwap,wma,trix,bb_upper,bb_middle,bb_lower
2024-12-15 00:00:00,101074.68,101259.25,100895.53,101117.63,292.13848,46.601994387251054,-35.29133645512047,58.761142477315715,-94.05247893243619,14.338989813519943,101129.7540549334,101260.75411722228,760.8492553316464,299.25242692413246,493.83253429582504,-41.07558635500796,101412.5851552,64364.54958093504,101187.35828571428,0.010055398661914539,101412.79062766582,101032.366,100651.94137233417
2024-12-15 01:00:00,101117.64,101499.08,101045.45,101420.0,315.18337,56.71766167110783,-16.762734892196022,43.656367003413365,-60.41910189560939,13.494497916326996,101202.31554120005,101273.00380051289,907.9968397277989,306.54362260346113,490.9609247032664,40.93359152881733,100609.41,64365.485739909585,101205.13095238095,0.007396528420868365,101591.1684198639,101137.17,100683.1715801361
2024-12-15 02:00:00,101420.0,101558.83,101237.14,101442.42,313.78863,57.43512387620135,-0.266505919615156,34.87179241880766,-35.138298338422814,12.534763299671116,101262.34165590003,101286.03581585805,1006.208537063736,307.1609367795597,478.87014436731897,88.49097328852743,100627.2034,64366.418273126685,101227.14323809523,0.005570189707478864,101666.05026853186,101162.946,100659.84173146813
2024-12-15 03:00:00,101442.41,102196.97,101424.01,102134.48,1458.80477,73.62792543550759,67.86799263063585,41.471032461173294,26.39696016946256,13.180122461860202,101480.37624192503,101351.30075309974,1517.9630155489722,406.3877848980804,499.87656262679667,213.33217610568028,100664.468464,64370.83392049912,101342.46028571429,0.005703260233408647,102196.82350777448,101437.84199999999,100678.8604922255
2024-12-15 04:00:00,102134.48,102155.28,101775.88,101831.15,728.33298,61.35204791867774,96.27903288931702,52.43263254680204,43.84640034251498,13.779384541035782,101568.06968144377,101388.21223363053,1418.0790769149316,428.1094266785312,491.27109386773935,136.8852334842303,100756.41855616,64373.02041593763,101412.09057142855,0.0065470221225816345,102298.17553845748,101589.13600000001,100880.09646154255
2024-12-15 05:00:00,101831.16,101931.73,101722.31,101733.82,216.32352,57.65096217172284,109.6769814351137,63.88150232446438,45.795479110649325,14.156867453041679,101609.50726108284,101414.7974464282,1059.9605463908229,433.0806550156003,471.1388728771864,82.01956637266844,100842.8516427904,64373.66809452128,101463.66552380953,0.007630041166521164,102242.35427319541,101712.374,101182.39372680458
2024-12-15 06:00:00,101733.83,102850.0,101733.82,102366.17,1788.48948,71.19737270927385,169.3679441825807,84.97879069608766,84.38915348649303,16.100738497073845,101798.67294581213,101487.97995054911,1282.5199974187126,498.06010659442614,517.213239100244,128.0653870577241,100924.09874422297,64379.112640576444,101594.18457142856,0.010030634671168312,102542.86799870936,101901.60800000001,101260.34800129065
2024-12-15 07:00:00,102366.17,102511.81,102107.92,102159.29,485.39491,63.253902987704926,197.7010011023085,107.52323277733183,90.17776832497668,17.905761609389426,101888.8272093591,101539.61918512227,923.9633877271554,530.0047170415945,509.1187220216551,95.17542878240315,101078.17084468513,64380.58197181343,101688.24466666667,0.01279181959943678,102506.96369386357,102044.98199999999,101583.00030613641
2024-12-15 08:00:00,102159.29,102169.9,101759.8,101759.8,417.41142,50.2600524919294,185.77811406101682,123.17420903406884,62.603905026947984,18.49045398314424,101856.57040701932,101556.5561708821,999.2408598068578,439.7214550619756,502.04595616296484,25.468539228383115,101219.91717711031,64381.83205960895,101723.9520952381,0.014880489536992675,102469.66642990343,101970.046,101470.42557009657
2024-12-15 09:00:00,101759.81,101941.18,101534.01,101732.09,399.71077,49.41511954138425,172.10920695960522,132.96120861917612,39.1479983404291,18.401172071605895,101825.45030526447,101570.05877312194,1054.3534130391781,380.32074872342747,495.2691021513244,-28.92459104104718,101350.3238029415,64383.02817071867,101754.92638095238,0.01634620797264559,102477.41070651959,101950.234,101423.05729348041
