time,open,high,low,close,volume,rsi,macd,macd_signal,macd_diff,adx,ema_short,ema_long,bb_width,volatility,atr,cci,parabolic_sar,vwap,wma,trix,bb_upper,bb_middle,bb_lower,ADX
2024-02-03 02:00:00,43199.99,43380.01,42880.0,43011.09,12033.40998,60.80422837561285,38.24027089413721,-212.8002117176968,251.040482611834,13.62230753779281,42739.6792018093,42443.91094092708,839.1154548825434,1006.334860491288,1458.5233534249965,66.47865660071213,39438.748667392,42796.60055122744,42389.085047619046,-0.1060337655218588,43382.58372744127,42963.026,42543.468272558726,
